current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Senior Software Engineer,"Love, Bonito",8.5,"Web Development, Java, Amazon Web Services (AWS), Object-Oriented Programming (OOP), Node.js, JavaScript, npm",M.Tech,Amity University Lucknow Campus,"Advanced Node.js: Scaling Applications, Advanced npm, Node.js Essential Training, Oracle Certified Associate, Java SE 8 Programmer, AWS Certified Solutions Architect – Associate, Fundamentals of Virology, Javascript",Bengaluru,Karnataka,India,backendFinal
Computer Aided Design Engineer,Spixer AI,1.2,"C#, Wpf, Backend , Pandas, Jupyter, Pandas (Software), Seaborn, Jyupter, Pivot Tables, Excel Dashboards, Power BI, DAX, Kaggle, SQL, Microsoft Excel, Microsoft Power BI, Python (Programming Language), Data Analysis, Engineering Design, Mechanical Engineering, Computer-Aided Design (CAD), React.js, JavaScript, HTML5 , Engineering, Front-End Development, English, Design, Communication",Bachelor of Engineering - BE,Visvesvaraya Technological University,"DAX formulas for Power, Describe Power BI Desktop models, The Web Developer Bootcamp 2024",Bengaluru,Karnataka,India,backendFinal
Software Engineer,Eurofins,1.8,"Redis, Docker, React context API, Express js, Node js, Node.js, Express.js, MongoDB, bcrypt, JSON Web Token (JWT), Competitive Programming, Data Structures, Front-end Development, Object-Oriented Programming (OOP), C++, HTML5, Cascading Style Sheets (CSS), JavaScript, React.js, C (Programming Language), Problem Solving, English, Hindi",Bachelor of Technology - BTech,National Institute of Technology Agartala,,Bengaluru,Karnataka,India,backendFinal
Packaged App Development Senior Analyst ,Accenture,4.8,"error handling, Swagger API, REST APIs, JSON Web Token (JWT), Mongoose ODM, Model-View-Controller (MVC), Embedded JavaScript (EJS), npm, Git, HTML, Cascading Style Sheets (CSS), JavaScript, Bootstrap (Framework), Node.js, Express.js, MongoDB, React.js, Firebase, Amazon Web Services (AWS), SQL, postman, Art Technology Group (ATG), Oracle SQL Developer, Core Java, Java, C (Programming Language)",Bachelor of Engineering - BE,Sona College of Technology,,Bengaluru,Karnataka,India,backendFinal
Backend developer ,IBM,8.2,"Go (Programming Language), Microservices, Kibana, Redis, Apache Kafka, Kubernetes, Docker Products, API Development, Ansible, Microsoft Office, C, Microsoft Excel, Windows, HTML, JavaScript, Management, HTML5, CSS, Cascading Style Sheets (CSS), Microsoft PowerPoint, VHDL, jQuery, MySQL, Node.js, Python, Mentor Graphics, Linux, Team Management, Leadership, Matlab, PHP, Elasticsearch, Integration, Continuous Integration and Continuous Delivery (CI/CD), OAuth, DevOps, Software, Programming",Bachelor of Technology (B.Tech.),The LNM Institute of Information Technology,"Front-End JavaScript Frameworks: AngularJS, Front-End Web UI Frameworks and Tools, HTML, CSS and JavaScript, Mastering Data Analysis in Excel, Responsive Website Basics: Code with HTML, CSS, and JavaScript , Managing Big Data with MySQL, Programming Foundations with JavaScript, HTML and CSS",Bengaluru,Karnataka,India,backendFinal
Python/Django Course,Besant Technologies Bengaluru (BTM Layout),3.2,"Databases, REST APIs, Postman API, Amazon Web Services (AWS), Docker , SQL, JavaScript, Cascading Style Sheets (CSS), HTML5, Python (Programming Language), Django",Bachelor of Computer Applications,"SESHADRIPURAM COLLEGE, Nagappa St, 4th Block, VV Giri Colony, Seshadripuram, Bengaluru, Karnataka 560020",,Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,Intuit,10.2,"NoSQL, Java Development, Apache Kafka, PostgreSQL, Jenkins, Vector Databases, Open API, AI Agents, Artificial Intelligence (AI), Microservices, Distributed Systems, Angular, Elasticsearch, Amazon Web Services (AWS), Java, Object-Oriented Programming (OOP), Core Java, Spring Boot, J2EE Web Services, SQL, DBMS, Web Design, Software Development, Big Data, Programming, MapReduce, Hadoop, c#, HBase, MySQL, php, HTML, JavaScript, CSS, ASP.NET, C++, C, Microsoft Office, Microsoft Excel, Linux, Leadership, Apache Pig, Hive, Sqoop, TIBCO iProcess, TIBCO EMS, TIBCO BusinessWorks, Communication, IT Management",Bachelor of Technology (B.Tech.),Techno India College Of Technology,"Improve Your Technical Communication Skills, Mastering Communications as a Leader, Java SE 8 Programmer , Problem Solving, Big Data and Hadoop Developer, Big Data and Hadoop Developer with 3 months real time hands on exprience, Java Essentials for Hadoop, AMCAT Certified Channel Sales Professional, AMCAT Certified Collections Specialist, AMCAT Certified Customer Service Specialist, AMCAT Certified Data Processing Specialist, AMCAT Certified Telesales Professional",Bengaluru,Karnataka,India,backendFinal
Consultant b2,Capgemini,3.9,"Sonarqube, Agile Methodologies, Rally, Keycloak, Microservices, Hibernate, MySQL, Spring Boot, Core Java",Master of Computer Applications - MCA,Visvesvaraya Technological University,,Bengaluru,Karnataka,India,backendFinal
Software Engineer,Corestrat,6.4,"Flask, Inno Setup, React.js, VBScript, Interdisciplinary Collaboration, Article Writing, Search Engine Optimization (SEO), SYCL, Python (Programming Language), Content Development, 5G, Full-Stack Development, Technical Marketing, Technical Writing, SQL, HIL, English, Communication, Presentations, Problem Solving, Leadership, Research, Analytical Skills, Multilingual, Programming",Master of Computer Applications - MCA,"Christ University, Bangalore","Introduction to Natural Language Processing, CompTIA A+ Core 1: Networking Fundamentals, Networking Standards and Connections, Cloud Blockchains: An Introduction to Blockchain on the Cloud, Introduction to Artificial Intelligence, Programming Fundamentals: Introduction to Programming, PCAP: Programming Essentials in Python, oneAPI Ambassador Level 1, Cybersecurity Fundamentals, Problem Solving Using Computational Thinking",Bengaluru,Karnataka,India,backendFinal
Technology Analyst,Infosys,4.3,"Java , Plsql, Kakfa, Spring Boot, Hibernate, Core Java, PL/SQL, kafka-tools, Microservices, Oracle Database, Integrated Systems, Systems Management, Data Analysis, Analytical Skills, Java, Oracle SQL Developer, PostgreSQL, Kafka Streams, Apache Kafka",Bachelor of Technology - BTech,Pace Institute of Technology & Sciences,,Bengaluru,Karnataka,India,backendFinal
Backend Developer,Marmeto,2.8,"GraphQL, E-Commerce, Nginx, JSON Web Token (JWT), Shopify, Spring Boot, Confluence, Jira, Git, Citrix Workspace, MongoDB, Redis, Amazon EC2, Bitbucket, React.js, Express.js, Node.js, Core Java, PostgreSQL, MySQL, Databases, JavaScript, Cascading Style Sheets (CSS), HTML, Data Structures, Java, Engineering",Bachelor of Technology - BTech,Bharati Vidyapeeth's College of Engineering,,Bengaluru,Karnataka,India,backendFinal
Lead Engineer,IBO,11.3,"JavaScript, Node.js, Algorithms, Agile Methodologies, Object-Oriented Programming (OOP), Web Applications, E-commerce, Data Structures, Software Development, REST API, SQL, MySQL, Databases, Git, MongoDB, Docker, PostgreSQL, Linux, Google Cloud Platform (GCP), AWS Lambda, Amazon Alexa, Alexa Skills Kit (ASK), Teamwork, Leadership, SAP UI5, Async, API Development, SAP HANA MODELLING, HANA XS Classic and Advanced, HANA Procedures, Express.js, Fastify, Gitlab, Continuous Integration and Continuous Delivery (CI/CD), Backend, Microservices, Kubernetes, Containerization, REST APIs",Engineer's Degree,BANSAL INSTITUTE OF SCIENCE AND TECHNOLOGY,,Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,Cvent,10.5,"Software Design, Symfony Framework, PHPUnit, Jenkins, GitHub, Amazon Web Services (AWS), Go (Programming Language), Terraform, Kubernetes, Docker, React.js, Technical Vision, Systems Design, Oral Communication, Debugging, Clarity, Customer Data, Linux, Communication, Application Programming Interfaces (API), Cascading Style Sheets (CSS), Clojure, MongoDB, PHP, Laravel, MySQL, AngularJS, JavaScript, jQuery, HTML, CSS, AJAX, C++, C",Bachelor of Technology (BTech),"Rajiv Gandhi Institute of Technology, Kottayam",,,Kerala,India,backendFinal
Packaged app development associate ,Accenture in India,1.8,"Serverless architecture , Computer Engineering, Web Applications, WSGI, PostgreSQL, pytest, GitHub, Agile Development, Agile Methodologies, API Development, RESTful WebServices, RESTful architecture, Jinja 2, Python (Programming Language), REST APIs, Optical Character Recognition (OCR), Google Cloud Platform (GCP), Problem Solving, JSON, Research and Development (R&D), Software Design, SQL Database Administration, NoSQL, Software Development Life Cycle (SDLC), JavaScript, Django, SQL, Representational State Transfer (REST), Git, FastAPI, Artificial Intelligence (AI), NumPy, Application Programming Interfaces (API), Relational Databases, Amazon Web Services (AWS), Data Structures, Databases, Algorithms, Programming, Web Development, Object-Oriented Programming (OOP), Programming Languages, HTML, Software Development, Back-End Web Development, Flask, Linux, Core Java, MySQL, Java, Packet Tracer, Computer Networking, Cryptography, Operating Systems, Cybersecurity, Computer Vision, Encryption, Computer Science",Bachelor's degree,"Lakshmi Narain College of Technology, Kalchuri Nagar, Raisen Road, Post Klua, Bhopal-462021","CyberOps Associate, AWS Academy Cloud Architecting, Foundations: Data, Data, Everywhere, Machine Learning For All, Cisco Networking Acadmay Introduction To Cybersecurity Course, Cybersecurity Essentials, Microsoft AI Classroom Series, Fundamentals Of Digital Marketing",Bengaluru,Karnataka,India,backendFinal
Elixir Consultant,Childcare Software,5.8,"Rust (Programming Language), GraphQL, REST APIs, GitHub, Phoenix, Gitlab, Elixir, Flask, Docker, Ruby on Rails, Python, Ruby, PostgreSQL, GIT, Bash Script, Django, Java, Django Rest Framework, Selenium, Spring Boot, Node.js, C++, HTML, Linux, Bootstrap, Kibana, Phoenix framework, App Signal, Airbrake, Express Framework",Bachelor of Technology (BTech),Lovely Professional University,"Learn Rust By Building Real Applications, Android Development for Beginners",Bengaluru,Karnataka,India,backendFinal
,,,"Databases, User Interface Design, Natural Language Processing (NLP), Prompt Engineering, Fraud Detection, Computer Science, Responsive Web Design, Full-Stack Development, Flask, Web Languages, Microsoft Office, Python (Programming Language), Microsoft PowerPoint, Communication, MongoDB, Java, Node.js in Azure, Google Sheets, Email Marketing, Agile Training, People Management, Programming Languages, Tech Career Skills, Agile Project Management, Technical Design, Matplotlib, Text Classification, FastAPI, Scikit-Learn, Learning Technology, PostgreSQL, SQL, Laptops, Voltmeters, Git, Jupyter, Presentation Skills, Linux, Express.js, JavaScript Libraries, React.js, Node.js, Cascading Style Sheets (CSS), HTML, JavaScript, Web Development",Bachelor of Technology - BTech,REVA University,,Bengaluru,Karnataka,India,backendFinal
Software Development Engineer 3,Angel One,9.2,"Code Review, Scrum, Software Development Life Cycle (SDLC), Low-Level Design, High-Level Design, Golang, Distributed Systems, Requirements Gathering, Amazon Web Services (AWS), Continuous Integration and Continuous Delivery (CI/CD), Spinnaker, Redis, PySpark, JSON, Unit Testing, Martech, Kafka, Databricks, Apache Airflow, Oracle Database, Mqtt, Amazon SQS, Kubernetes, Windows Communication Foundation (WCF), C#, AngularJS, Internet of Things (IoT), Spring Boot, Representational State Transfer (REST), REST APIs, Go (Programming Language), Java, Internet of Things, Spring Framework, Service-Oriented Architecture (SOA), Microservices, SpringBoot, RDBMS, MySQL, PostgreSQL, Spring Security, Spring Data, RESTful WebServices, MongoDB, OAuth, Software Design, Docker, Microsoft Azure, Git, Maven, Object-Oriented Programming (OOP)",Bachelor of Technology - BTech,"Kalinga Institute of Industrial Technology, Bhubaneswar","Learning Docker, Programming Foundations: Design Patterns, Core Java, Embedded & Robotics-Basic",Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,lululemon,9.6,"Java Microservices, Spring Boot, Amazon Web Services (AWS), Core Java, GraphQL, RESTful WebServices, Infrastructure, SOAP, SQL, PL/SQL, Snowflake Cloud, MongoDB, XML, Hadoop, Service-Oriented Architecture (SOA), Linux Server, Jenkins, Bitbucket, Maven, Ansible, Terraform, MuleSoft Anypoint Platform, Apigee API Management, Docker, TIBCO BusinessWorks 6.x, TIBCO BusinessWorks 5.x, Tibco BWCE, Tibco Mashery API gateway, Tibco Enterprise Administrator, Tibco Admin, TIBCO HAWK, SAP Adapter, ADB Adapter, Kafka Adapter, Active Space, Gems, ActiveMQ, WebSphere MQ, TIBCO EMS, Apache Kafka, Confluence, Kubernetes, Putty, WinSCP, Sonarqube, Gitlab, Jira",Bachelor of Engineering (B.E.),"N M A M Institute of Technology, NITTE","TCA - TIBCO Mashery®, TCA - TIBCO ActiveSpaces®, TCA-TIBCO BusinessWorks™, TCP- TIBCO BusinessWorks Container Edition, TCP- TIBCO BusinessWorks™",Bengaluru,Karnataka,India,backendFinal
Software Engineer,Checkpoint Systems,2.8,"Spring Boot, Spring Framework, MongoDB, React.js, C (Programming Language), C++, Java, HTML5, Cascading Style Sheets (CSS), JavaScript, MySQL, Problem Solving",Bachelor of Engineering - BE,RNSIT,,Bengaluru,Karnataka,India,backendFinal
Software Engineer,Zepto,5.5,"Amazon Web Services (AWS), Docker, React, Jenkins, Python (Programming Language), DevOps, TypeScript, Django, Django REST Framework, PostgreSQL, C++, DSA, Web Development, Data Structures, MERN Stack, React.js, Node.js, C (Programming Language), Java, Solidity, Blockchain, Smart Contracts, Ethereum, JavaScript, HTML, Cascading Style Sheets (CSS), Redux.js, Firebase, Next.js, MongoDB, Management, Communication, SQL, MySQL",Bachelor of Technology - BTech,Harcourt Butler Technical University ,Postman Student Expert,Bengaluru,Karnataka,India,backendFinal
Senior Engineer,Target,4.4,"C (Programming Language), Poetry, HTML, Theatre, Leadership, Teamwork, Cascading Style Sheets (CSS), JavaScript, HTML5, Python (Programming Language), React.js, Spring Boot",Bachelor of Engineering - BE,"Sir M Visvesvaraya Institute of Technology, BANGALORE",Python(Basic),Bengaluru,Karnataka,India,backendFinal
Software Developer Intern,trizlabz,1.2,"Android Development, Project Management, Software Documentation, Development Design, Docker, Kubernetes, Postman API, API Development, Back-End Web Development, Git, Firebase, Cassandra, MongoDB, Relational Databases, Linux System Administration, FastAPI, Django REST Framework, Java, C++, C (Programming Language), Python (Programming Language)",Master of Computer Applications - MCA,"Christ University, Bangalore","Using Jetpack Compose with Kotlin: Create LazyColumn Lists, Intro to Machine Learning",Bengaluru,Karnataka,India,backendFinal
Software Engineer,Instavans,0.5,"Software Development, Node.js, MongoDB, Fastify , REST APIs, Python (Programming Language), MySQL, Microsoft Power BI, Spreadsheets, Microsoft Excel, Market Analysis, Research Skills, Quantitative Research, Qualitative Research, Presentations, Market Research, Statistics, Investment Research, Equity Research, Analytical Skills, Microsoft Power Query, Data Analysis, SQL, Matplotlib, yfinance, NumPy, pandas, Communication, Time Management, Leadership, Stock Market Analysis",Bachelor of Engineering - BE,THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY,,Bengaluru,Karnataka,India,backendFinal
Junior Engineer,Mindsprint,1.8,"IntelliJ IDEA, STS, Microsoft SQL Server, Debugging, Decommissioning, Master Data, JUnit, Java Full stack, PostgreSQL, pg admin4, SAP Products, SAP ERP, linkedlin, Oops Concept, User Authentication, Data Validation, Java Development, Work-based Learning, Spring Design, Maven, JDBC, Java Certified Programmer, Developer Tools, Spring Security, MySQL, Open API, Java API, HtmlUnit, IBM Certified, Visual Studio, Scheduling, Oracle Certification Program (OCP), Jakarta EE, Industry standards, Auditing, Windows, Design-Build, Oracle Database, ServiceStack, Remote Monitoring, REST APIs, Features, Student Engagement, Learning Outcomes, Front-End Development, Back-End Web Development, Content Auditing, Creativity and Innovation, Web Interface Design, Secure Authentication, Building Internal & External Relationships, BrowserStack, Information Technology, API Documentation, E-Learning, Spring MVC, Spring Boot, Job Seeking, Spring Core, Servlets, Cloud Computing, Git, GitHub, Deckor, Spring Framework, Node.js, JSON, java script, oops, JavaServer Pages (JSP), Hibernate, SQL, collection framwork, Java Database Connectivity (JDBC), Python (Programming Language), Anaconda, JavaScript, Oracle SQL , Flask, HTML5, Java Software Development, Mathematics, Leadership, Problem Solving, Cascading Style Sheets (CSS), HTML, Oracle SQL Developer, Core Java, Java, Training, Strategy, Education, Analytical Skills, Microsoft Excel, Engineering, Communication, Presentations",Bachelor of Engineering - BE,SMK FOMRA INSTITUTE OF TECHNOLOGY," LinkedIn 7-Day  Challenge, Introduction to Programming Using Java, Web Developer Intern, Cascading Style Sheets, Geekster Interview Preparation, Duvvuru Lokesh, Accenture Nordics - Developer Job Simulation, Oracle Certified Associate, Java SE 7 Programmer, Duvvuru Lokesh Reddy, Duvvuru Lokesh Reddy, Java Full Stack, PostgreSQL - pg Admi4",Bengaluru,Karnataka,India,backendFinal
Packaged App Developer Senior Analyst ,Accenture in India,3.7,"Dynatrace, Kibana, Couchbase, Git, Gen ai, Artificial Intelligence (AI), Mongodb , HBase, MongoDB, Python (Programming Language), Project Management, Communication, Design, Presentations, AutoCAD, revit architecture, Microsoft Office, Microsoft Excel, Microsoft Word, Microsoft PowerPoint",Bachelor of Engineering,HASSAN Karnataka Jobs,"SI Associate Quiz, Generative Ai",Bengaluru,Karnataka,India,backendFinal
Software Engineer,Nightfall AI,9.3,"Amazon Web Services (AWS), Apache Kafka, PostgreSQL, Redis, Node.js, React.js, ElasticSearch, Programming, Software Development, Data Structures, Web Development, Front-end Development, Python, JavaScript, HTML, CSS, MySQL, Python (Programming Language), Falcon, Full-Stack Development, Back-End Web Development, Go (Programming Language), Google Cloud Platform (GCP), Google Kubernetes Engine (GKE), Kubernetes",Bachelor of Technology (B.Tech.),RV College Of Engineering,"CodeChef Certified Data Structures and Algorithms Programme, Personality Orientation Program, Personality Orientation Program, INTRODUCTION TO MODERN APPLICATION DEVELOPMENT, Parallet Computing with GPUs, GPU Programming and Applications, 2016-17 INTERNATIONAL CLIMATE ACTION COURSE COP+22",Bengaluru,Karnataka,India,backendFinal
Senior System Engineer,Infosys,3.2,"Database Systems, Garbage Collection, Multithreading, PostgreSQL, pgAdmin, Oracle SQL Developer, Apache Kafka, Code Review, Continuous Integration and Continuous Delivery (CI/CD), Jira, DBeaver, WinSCP, RESTful WebServices, Hibernate, Spring MVC, Amazon Web Services (AWS), PL/SQL, Java, Servlets, HTML, C, C++, JavaServer Pages (JSP), GitHub, SQL, Cascading Style Sheets (CSS), JDK, Bootstrap, Spring Framework, MySQL, JavaScript, Core Java, Spring Boot, Java Database Connectivity (JDBC), Back-End Web Development, Front-end Development",Bachelor in Technology,Raajdhani Engineering College,,Bengaluru,Karnataka,India,backendFinal
Backend Developer,IBM Cloud,8.6,"IBM Cloud, Golang, Argo workflows, Deployment, Helm Charts, Docker, Root Cause, Scalability, Production Support, Linux System Administration, Cloud Operations, Groovy, Scripting, Troubleshooting, DevOps, Orchestration, Amazon Web Services (AWS), Powershell, Kubernetes, Jenkins, Reliability, Analytical Skills, Ansible, Git, Terraform, Azure DevOps, Linux, Machine Learning, Data Structures, Deep Learning, C++, Python (Programming Language), C (Programming Language), XQuery, Apache Spark, Data Analysis, Computer science engineering, SQL, Tableau, HTML5, Microsoft Azure",Bachelor of Technology - BTech,SRM IST Chennai,"AZ-400: Designing and Implementing Microsoft DevOps Solutions, AZ-400: Designing and Implementing Microsoft DevOps Solutions, DevOps Project - 2022: CI/CD with Jenkins Ansible Kubernetes, azure developer associate az:204,  Ansible for the Absolute Beginner - Hands-On - DevOps, Azure Fundamentals, Microsoft Certified: Azure Fundamentals, Terraform ,  Kubernetes for the Absolute Beginners - Hands-on , Programming Foundations: Algorithms, PYTHON FOR DATA SCIENCE, DEEP LEARNING A-Z, MACHINE LEARNING AND DEEP LEARNING, Microsoft Certified: Azure Administrator Associate, Microsoft Certified: DevOps Engineer Expert, CERTIFICATION OF TRAINING-PROGRAMMING WITH PYTHON, DEEP NEURAL NETWORK WITH PYTORCH, GOOGLE CLOUD TRAINING, PYTHON FOR DATA SCIENCE",Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer,UKG,7.1,"Scrum, Agile Methodologies, Systems Design, Amazon Web Services (AWS), Go (Programming Language), Low-Level Design, Docker , Java Development, Test Cases, Test Automation Frameworks, Data Structures, QA Engineering, Manual Testing, Selenium WebDriver, Jenkins, Quality Assurance, Microservices, SQL, Python (Programming Language), Spring Boot, Git, Selenium, C (Programming Language), Java",Bachelor of Technology - BTech,DIT UNIVERSITY,"AWS Certified Cloud Practitioner, Business Intelligence Analyst - Explorer Award for Students 2018, Business Intelligence Analyst - Mastery Award for Students 2018, Big Data 101, Big Data Foundations - Level 1, SQL and Relational Database 101",Bengaluru,Karnataka,India,backendFinal
Senior Software Engineer 1,HCLTech,0.7,"Software Infrastructure, Software Design, Java, Architecture, Quality Processes, Test Cases, Reactive Programming, Problem Solving, Critical Thinking, JSON, Communication, Analytical Skills, English, TypeScript, Databases, Database Design, Redis, Docker Swarm, Redux.js, Front-End Development, Cascading Style Sheets (CSS), REST APIs, Git, AWS CloudFormation, Computer Science, Microservices, AWS Lambda, Azure Kubernetes Service (AKS), Docker, Amazon Web Services (AWS), Programming, C (Programming Language), Server Side, API Development, Software Development, Web Development, Back-End Web Development, Application Programming Interfaces (API), Next.js, React.js, JavaScript, SQL, Node.js, C++",Integrated Dual Degree,"Indian Institute of Technology (Banaras Hindu University), Varanasi",,Bengaluru,Karnataka,India,backendFinal
Technology Analyst,Infosys,5.2,"REST APIs, Java, maven, api integration, Social Media, Analytical Skills, Programming, Computer Science, Microsoft Office, Cascading Style Sheets (CSS), Leadership, Public Speaking, Communication, J2EE Web Services, Java Database Connectivity (JDBC), JavaServer Pages (JSP), Servlets, SQL, spring, Spring MVC, Spring Boot, J2EE, JSP, SERVLET",B.tech,Dr. A.P.J. Abdul Kalam Technical University,"Infosys Certified  Database and SQL Professional, Infosys certified java se8 developer",Bengaluru,Karnataka,India,backendFinal
Software Engineer,"Tyfone, Inc.",4.5,"Twilio, springboot , java11, MySQL, springboot, JSON Web Token (JWT), GraphQL, REST APIs, Java, Spring Framework, SQL, Core Java, HTML, Spring Boot",Bachelor of Technology - BTech,GLA University,"MySQL , MySQL, Java Backend , Java(Basic) HackerRank, MySQL (Intermediate), Problem Solving (Basic), Python(Basic)",Bengaluru,Karnataka,India,backendFinal
Associate Software Engineer,HARMAN International,2.3,"GitHub, Go (Programming Language), Back-End Web Development, PostgreSQL, GORM, React.js, AngularJS, Self-Motivation, Responsiveness, HTML5, Quality Assurance, Software Development Life Cycle (SDLC), Scripting, Object-oriented Software, Peer Reviews, Fundamentals, Job Skills, General Programming, Skill Development, Knowledge Acquisition, Debugging, Defining Requirements, Interpersonal Communication, Jakarta Persistence, Spring Framework, Open-Source Development, Rapid Learning, Secure Coding, Coding Standards, Soft Skills, Team Leadership, Spring Boot, Java Frameworks, Object-Oriented Programming (OOP), Application Development, Technical Understanding, Software Development, Cascading Style Sheets (CSS), JavaScript, RDBMS, Java, Programming, Databases, Organization Skills, Analytical Skills, J2EE Web Services, Microsoft SQL Server, Core Java, SQL, C++, C (Programming Language), Problem Solving, Communication, Leadership, Presentations, English, HTML",Bachelor of Technology - BTech,Dr. J. J. Magdum College of Engineering,,Bengaluru,Karnataka,India,backendFinal
Senior Associate,Synechron,6.8,"Software Engineers, Information Technology, Web Technologies, Critical Thinking, Hypertext Transfer Protocol (HTTP), Problem Solving, JSON, Microsoft Azure, Apache Kafka, Kubernetes, Amazon Web Services (AWS), xebia labs, java j2ee, J2EE Web Services, MySQL, Spring Security, Spring Data, Git, GitHub, Core Java, SQL, MongoDB, NoSQL, SQR, Jenkins, AccuRev, Putty, WinSCP, Eclipse, Spring Boot, Financial Management, financial plan, Project execution, Project planning, overall plan",Bachelor of Technology - BTech,B.P. Poddar Institute Of Management and Technology,,Bengaluru,Karnataka,India,backendFinal
Consultant,Deloitte,4.7,"Mockito, Splunk, Jira, SQL, Git, JUnit, JSON Web Token (JWT), Spring Security, RESTful WebServices, Java, Servlets, Java Database Connectivity (JDBC), HTML, Cascading Style Sheets (CSS), JavaServer Pages (JSP), Spring Framework, Hibernate, C (Programming Language), MySQL, Apache Tomcat, Oracle Database, Spring Boot, Microsoft SQL Server",Master of Computer Applications - MCA,Utkal University,,Bengaluru,Karnataka,India,backendFinal
Back End Development Intern,YAHWEH SOFTWARE SOLUTIONS ,1.0,"REST APIs, Redis, Firebase, Postman API, PostgreSQL, MySQL, Django, Odoo, SQL, Git, API Development, Software Development, English, full stack web development, JavaScript, HTML, AJAX, JSON, Project Management, Artificial Intelligence (AI), software enginnering, Agile Methodologies, Software Estimation, Python (Programming Language), C (Programming Language), Visual Basic .NET (VB.NET), C++, Visual Basic, Java",Master of Computer Applications - MCA,St. Francis College Bengaluru,Certificate of Participation in TATA Crucible Campus Quiz 2024,Bengaluru,Karnataka,India,backendFinal
Software Engineer,PhonePe,3.4,"Engineering, Problem Solving, JSON Web Token (JWT), OAuth2, Third Party API Integration, Multithreading, Docker, Apache Kafka, JUnit, React Native, Redis, Microservices, Spring Boot, Software Design, Web Services API, Socket.io, Web Application Development, RESTful architecture, RDBMS, GraphQL, Front-end Coding, Elasticsearch, Software Development, API Development, REST APIs, MERN Stack, Amazon Web Services (AWS), Data Structures, Front-end Development, Programming, Web Development, Java, HTML, Cascading Style Sheets (CSS), JavaScript, SQL, MySQL, PHP, Bootstrap, Node.js, Git, GitHub, Saas, React.js, Redux.js, MongoDB, Linux, NoSQL, NestJS, Team Leadership, Database Management System (DBMS), Express.js, Back-End Web Development, Progressive Web Applications (PWAs), Full-Stack Development, Application Programming Interfaces, TypeScript",Specialized in Software Development and Problem Solving,Scaler,"Springboot and Hibernate, Advance Front-End Web Development with React - Full Stack Completion Certificate, Back End | Full Stack Web Development in Node.js Completion Certificate",Bengaluru,Karnataka,India,backendFinal
Software Engineer,Reckonsys Tech Labs,4.3,"Celery, Application Programming Interfaces (API), Git, React.js, English, JavaScript, Problem Solving, Communication, Analytical Skills, Strategy, Presentations, Presentation Skills, HTML, Cascading Style Sheets (CSS), Web Design, Back-End Web Development, Python (Programming Language), Django, PostgreSQL",Bachelor of Technology - BTech,APJ Abdul Kalam Technological University,,,Kerala,India,backendFinal
Software Engineer,TeamLease Services Limited,4.8,"mantine, Amazon Web Services (AWS), Nginx, pm2, Redis, pub sub, Golang, MySQL, Node.js , mongoose, Mongoose ODM, Vue.js, Nuxt.js, reddis, node js, PostgreSQL, Express.js, Django, Django REST Framework, TypeScript, GraphQL, Apollo GraphQL, NestJS, TypeORM, React.js, C (Programming Language), JavaScript, Java, Core Java, HTML5, Unix, XML, MongoDB, Database Management System (DBMS), Machine Learning Algorithms, Full-Stack Development",Bachelor of Technology (B.Tech.),Jawaharlal Nehru Technological University,,Bengaluru,Karnataka,India,backendFinal
Software Engineer II,Splunk,7.8,"REST APIs, Java, Python (Programming Language), Backend Development, Microservices, React.js, Amazon Web Services (AWS), System Desgin, High-Level Design, Low-Level Design, GitHub, Flask, NoSQL, Spring Boot, HTML5, Software Development Lifecycle, Full-Stack Development, Design & Development, jQuery, HTML, Machine Learning, MySQL, JavaScript, Cascading Style Sheets (CSS), AWS CloudFormation, AWS Elastic Beanstalk, Docker, Jenkins, Ansible, YAML, Data Structures, Kotlin, Amazon Dynamodb",Master of Technology - MTech,BITS Pilani Work Integrated Learning Programmes," Python for Data Science and Machine Learning Bootcamp, Python Data Structures, Programming for Everybody (Getting Started with Python), Project Completion Certificate, Solution Architect -Associate, Hackathon participation certificate, Hackcamp participation certificate, Python",Bengaluru,Karnataka,India,backendFinal
