current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Security Analyst,WorldSec Technologies,0.7,"Cyber Threat Intelligence (CTI), Sandboxing, EDR, Problem Solving, Communication, Service now, Security Monitoring, Soc analyst, Security Information and Event Management (SIEM), Splunk, Security analysts, Log Analysis, Malware Analysis, Incident Response, Proactive Monitoring, Splunk Enterprise Security, Cybersecurity, Engineering, Research Skills",Bachelor of Engineering - BE,BNM Institute Of Technology,Introduction to Cybersecurity,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Accenture,6.8,"API Testing, Android Testing, Web Application Security, Vulnerability Assessment and Penetration Testing (VAPT), Testing Tools, Burp Suite, Security Testing, OWASP, Penetration Testing, Vulnerability Assessment, Android Penetration Testing, Ethical Hacking, Auditing, DAST, SAST, Application Security, Cybersecurity",,Visvesvaraya Technological University,"Certified Appsec Practitioner, Certified Ethical Hacker (CEH) v12",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,"LanceSoft, Inc.",10.8,"Administration, Network Infrastructure",,,,Bengaluru,Karnataka,India,security_analyst
Security Delivery Senior Analyst ,Accenture,6.3,"Tanium, Palo Alto Networks Cortex, Google Chronicle , LogRhythm, Exabeam , ArcSight, NetWitness, Security, Security Information and Event Management (SIEM), Cybersecurity, Vulnerability Management, SOC 1",Bachelor of Engineering - BE,SJB Institute of Technology,"Infosys Cybersecurity Case Studies, Infosys Cybersecurity Foundations, Infosys Enterprise Security, Infosys Vulnerability Management, Splunk",Bengaluru,Karnataka,India,security_analyst
Security Analyst ,Uber,9.1,"Geopolitics, Security, Conflict, Risk Analysis, Security Operations, Politics, Research and Development (R&D), English, Proofreading, Analytical Skills, Computer Literacy, Organization Skills, Leadership, Editing, Qualitative Research, Information Security, Fact-checking, International Relations, Writing, Research, Conflict Analysis, Time Management",Master's degree,Central European University,,Bengaluru,Karnataka,India,security_analyst
Assistant Manager,Deloitte,11.3,"Cybersecurity Incident Response,  Endpoint Security, Analytical Skills, SOAR, Security Operations, Crowdstrike Falcon, Abnormal security, Microsoft Defender XDR, Microsoft Entra ID, Communication, Cloud Security, Malware Analysis, Splunk, Email Security, Zimbra, Barracuda Archival, Ironport, Information Technology Infrastructure, Microsoft Excel, Cisco IronPort Email Security, DLP, IBM QRadar, Security Information and Event Management (SIEM), Information Security, Log Analysis, Mitigation, Incident Response, Phishing analysis",Bachelor of Commerce - BCom,Bangalore University,"FHT:201 FALCON PLATFORM FOR RESPONDERS, SOAR Analyst, Blue Team Level 1 , NSE 2, NSE1, Infosec Fusion Badge",Bengaluru,Karnataka,India,security_analyst
Security Analyst,Freshivores,5.9,"Malware Analysis, Reverse Engineering, IDA Pro, OllyDbg, Ghidra, Security Controls, NIST, ISO 27001, Risk Analysis, Web Application Security Assessment, OWASP, Vulnerability Management, Problem Solving, Information Security, Cyber Threat Intelligence (CTI), Penetration Testing, Security Research, Mitigation, Cybersecurity, Network Security, IPS, IDS, Linux, Vulnerability Assessment, FastAPI, Django, C (Programming Language), C++, Python (Programming Language)",Bachelor of computer application,Mahatma Gandhi University,"Jr Penetration Tester, Ethical Hacking CEH Certification Training",,Kerala,India,security_analyst
Security Delivery Senior Analyst,Accenture in India,4.8,"Application Security Architecture, Security Architecture Review, Testing Tools, Professional Communication, Ethical Hacking, SCA, Software Development Security, Security Engineering, Problem Solving, Security Research, Product security , Vulnerability Assessment and Penetration Testing (VAPT), Application Security, Secure Code Review, Architecture Reviews, Product Security, Analytical Skills, OWASP, Teamwork, Cyber-security, Data Privacy, NIST, Information Technology, Security Awareness, Vulnerability, Oral Communication, Skill Development, Knowledge Acquisition, Communication, Security Testing, Written Communication, Web Application Security, Vulnerability Management, DevSecOps, Static Analysis, Risk Assessment, Kali Linux, Penetration Testing, Vulnerability Assessment, Cybersecurity, Nmap, Metasploit, Wireshark, linux, C (Programming Language), Python (Programming Language), Burp Suite, Network Security, Threat Modeling, Information Security, Security Metrics, Security Audits, U.S. Health Insurance Portability and Accountability Act (HIPAA)",Bachelor of Technology - BTech,APJ Abdul Kalam Technological University,"Certified Appsec Practitioner (CAP), Building a HIPAA Compliance Program, Penetration Testing: Advanced Web Testing, Performing a Technical Security Audit and Assessment, Learning Security Metrics, Soft Skills for Information Security Professionals, API Security Architect, Improve Your Threat Modeling Skills, Learning Cyber Incident Response and Digital Forensics, Android App Penetration Testing, Certified Cybercrime Intervention Officer, Certified Penetration Tester, Python Data Structures, AI For Everyone, Architecting with Google Compute Engine Specialization, Certified Ethical Hacker (CEH)",Bengaluru,Karnataka,India,security_analyst
Security Analyst I,LKQ India Private Limited,2.6,"Proofpoint, zscaler, okta, NeXpose, Crowdstrike Falcon, Microsoft Office, ServiceNow, Microsoft Azure, Information Technology, Problem Solving, Oral Communication, Compliance,  Communication, Threat Assessment, Security Incident Response, Incident Investigation, Intrusion Detection, Security Protocols, Amazon Web Services (AWS), Threat Analysis, Eventtracker, EDR, Vulnerability Assessment, Vulnerability Management, Endpoint Security, Xsoar, Splunk Enterprise, SIEM, Cyber Threat Hunting (CTH), Malware Analysis, VAPT, Cybersecurity, Security analyst , Leadership, Education, Engineering, English, Communication",Bachelor of Engineering - BE,Smt. Kamala & Sri Venkappa M. Agadi College of Engineering & Technology,,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Wipro,6.2,"Strategic Thinking, Thinking Skills, Working Experience, Systems Engineering, Office 365, High Availability (HA), System Performance, System Maintenance, Problem Solving, Technical Assistance, Information Technology, Network Support, Technical Support, Help Desk Support, System Configuration, Oracle Database, Windows, Troubleshooting, Remote User Support, Local Area Network (LAN), Computer Hardware, Communication, Oral Communication, Teamwork, Analytical Skills, Databases, Systems Management, Database Administration, System Administration, Remote Administrator, Administrator",BCA,"Maulana Abul Kalam Azad University of Technology, West Bengal formerly WBUT",,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Zepto,3.8,"Artificial Intelligence (AI), Data Science, Machine Learning, Network Security, Active Directory, Cybersecurity Tools, Software Deployment, Problem Solving, Reliability, Microservices, Hypertext Transfer Protocol (HTTP), Systems Design, REST APIs, Databases, Security Research, Security Engineering, Network penetration testing, Enterprise Network Security, Windows exploitation, Linux exploitation, Web Exploitation, Security Testing, Interpersonal Skills, Computer Science, Cybersecurity, Oral Communication, Communication, Code Review, Application Security, Security Auditing, Php, Penetration Testing, Bash, Vulnerability Assessment, Docker , Java, python scripting, Python (Programming Language), English, Basic Active directory explotation, Basic buffer overflow exploit development, hackthebox player, Metasploit, Networking, hackthebox, tryhackme,vulnhub,picoctf,bandit, nebula, Web Application Security, Information Gathering, OSINT, Full-Stack Development, OWASP",Master of Computer Applications - MCA,Amrita Vishwa Vidyapeetham,"Certified Network Security Practitioner (CNSP), eJPT | elearn security Junior Penetration Tester, White Badge, Certified Penetration Tester , NSE 2 Network Security Associate , course completion certificate: The Evolution Of Cyber Security , course completion certificate: The Threat Landscaped, NSE 1 Network Security Associate",,Kerala,India,security_analyst
Soc Anaylst ,KPMG India,1.1,"Vulnerability Assessment and Penetration Testing (VAPT), Vapt, Wazuh, Internet Security, Security Assurance, Splunk Enterprise Security, Internal Audits, External Audits, Security Audits, ISO Standards, ISO 27001, Fields, Scheduling, Reporting, Alert, Cybersecurity Tools, Document Security, Incident Response, Security Operations Center, Security Information and Event Management (SIEM), Application Security, Splunk, Cyber-security, ISO 27002, Problem Solving, Web Application Firewalls, Security Operations, Information Security, Security, Phishing, Linux, Cybersecurity, WordPress , Wordpress Development, WordPress Design, Data Analysis, Machine Learning, Network Security, Computer Networking, Python (Programming Language), MySQL, JavaScript, Web Applications, htm, Cascading Style Sheets (CSS)",Master of Computer Applications - MCA,"Guru Ghasidas Vishwavidyalaya, Bilaspur","ISO/IEC 27001:2022 Lead Auditor, Splunk Scheduling Reports & Alerts, Splunk Using Fields, Cybersecurity Essentials, Endpoint Security, Advent of Cyber 2024, Introduction to Cybersecurity ",Bengaluru,Karnataka,India,security_analyst
Security Analyst,CData Software India,8.1,"Onboarding, Systems Management, Technical Requirements, Malware Analysis, Operational Requirements, Client Requirements, Skype, Group Meetings, IT Procurement, Software Compliance, Software Updates, IT Portfolio, Server Admin, Capacity Planning, Creative Problem Solving, Salary Review, User Documentation, System Performance, Windows 11, Policy Management, Performance Tuning, Documentation, Client Relations, Outages, Firewall Administration, User Requirements, Single Sign-On (SSO), RCA, English, Service Desk, Transport Layer Security (TLS), Ticketing Systems, Provisioning, Business Continuity, Design Documents, OS Migration, Upgradation, Professional Skills, Skill Development, Employee Benefits, Permissions, Desktop Administration, Office 365 Administration,  Information Technology,  Vulnerability Assessment,  Security administration (firewalls, antivirus, intrusion detection),  Active Directory management, Network administration (TCP/IP, DNS, DHCP), Active Directory management, Security administration (firewalls, antivirus, intrusion detection), Windows Administration, Service Levels, Quality Assurance, Knowledge Management, Customer Satisfaction, Information Technology, Vulnerability Assessment, Microsoft Outlook, Communication, NetBackup, Microsoft Office, Backup & Recovery Systems, Microsoft Excel, Domain Name System (DNS), Business Knowledge, Business Analysis, Technical Solution Design, Vendor Management, Azure Active Directory, Microsoft Endpoint Configuration Manager, Servers, IT Management, Firewalls, ITIL, Virtualization, Open Source Software, Threat & Vulnerability Management, Remote Troubleshooting, Remote Teamwork, essl, Troubleshooting, Network Infrastructure, Computer Networking, Network Administration, Cloud Computing, Active Directory, Server Administration, Wireless Networking, Network Switches, IT Service Management, Vms, Technical Support, Windows, Software, System Administration, Vendor Coordination, Omada, Tplink, Routing, Multiprotocol Label Switching (MPLS)",Jss College Gokak,"JSS ARTS/SCIE/COMM COLLEGE, GOKAK","ABCs of Malware Analysis, Deploying Azure Active Directory, Active Directory on Windows Server, Computer Network Fundamentals- IT Helpdesk & Desktop Support, Intune Training with Microsoft Endpoint Manager (MDM / MAM), Jira Service Management Fundamentals, Setting up ITSM Projects in Jira Service Management, Bitrix24 Implimentation Masterclass, Complete VMWare Vsphere ESXI and Vcenter administration ",Bengaluru,Karnataka,India,security_analyst
Senior Security Analyst,EY,7.2,"Security Information and Event Management (SIEM), Sentinel, Microsoft Defender, Splunk, DLP, Crowdstrike Falcon, Xsoar, Snow, Proofpoint, Xdr, SOAR, Splunk SIEM, IP void, MX Tool, Engineering, Virus Total, Eventtracker",Bachelor of Engineering,"B V B College of Engg. & Technology, HUBLI","Proofpoint Certified Security Awareness Specialist 2023, EY Cybersecurity - Information Security Awareness Essentials - Bronze (2023), EY Cybersecurity - Information Security Awareness Essentials - Bronze Learning (2023), EY Cybersecurity - Bronze (2022), EY Cybersecurity - Learning (2022)",Bengaluru,Karnataka,India,security_analyst
Information Technology Security Analyst,Dover Corporation,5.5,"Splunk power user, ServiceNow, Analytics, Information Security Analysis, IT Security Assessments, Security Administration, Data Analytics, Auditing, Project Management, English, Research, Data Analysis, Analytical Skills",Bachelor of Technology - BTech,"AJAY KUMAR GARG ENGINEERING COLLEGE, GHAZIABAD","DFIR-Foundations-and-Techniques, Malware Analyzer, Malware Analyzer",Bengaluru,Karnataka,India,security_analyst
Security Operations Center Analyst,ICON plc,5.2,"email gateway, phisher, Proofpoint, Azure Sentinel, Security Information and Event Management (SIEM), Malware Analysis, Threat Analysis, Splunk, IBM QRadar, Phishing, Jira, ServiceNow, Cyber Threat Hunting (CTH), Security Operations, Qualys guard, Tenable Nessus, Crowdstrike Falcon, Microsoft Defender, Azure Active Directory",Bachelor's degree,JNTUH College of Engineering Hyderabad,,Bengaluru,Karnataka,India,security_analyst
Senior Associate,PwC,7.8,"Incident Handling, Cybersecurity Incident Response, Incident Response, Cybersecurity, Threat & Vulnerability Management, SOC 1, Network Security, Information Security, CATIA, Data Annotation, CompTIA, Threat Assessment, Malware Analysis, Vulnerability Management, Phishing analysis, Security Monitoring, Incident monitoring, IPS, Splunk, SOAR, ePolicy Orchestrator, Phishing, SIEM, Threat Analysis, Ethical Hacking, Malware Detection, OWASP, Cloud Security, Amazon Web Services (AWS), Cloud Computing, Cloud-Native Architecture, Microsoft Products",Bachelor of Engineering - BE,"R.T.E. Society’s Rural Engineering College, Hulkoti","Implementing and Administering Microsoft Sentinel,  Siemplify Platform Fundamentals (SPF), AWS Certified Solutions Architect - Associate (SAA-C02): 1 Cloud Services Overview, Cybersecurity with Cloud Computing, Ethical Hacking: The Complete Malware Analysis Process, Learning the OWASP Top 10, Splunk 7.x Fundamentals , Microsoft, Microsoft Certified: Azure Security Engineer Associate",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Wipro,,,B.sc ,"SBRR Mahajana First Grade College, Jayalakshmipuram",,Bengaluru,Karnataka,India,security_analyst
Senior Security Analyst,Tech Mahindra,6.6,"Java, JavaScript, Core Java, JavaServer Pages (JSP), HTML, Java Database Connectivity (JDBC), JavaServer Faces (JSF), Enterprise JavaBeans (EJB), JavaSE, SailPoint, ITIL Certified, C, C++, Unix, SQL, oracle 11g",Bachelor of Technology - BTech,Siksha 'O'​ Anusandhan University,,Bengaluru,Karnataka,India,security_analyst
Security Analyst,FICO,4.3,"SOAR, Security Awareness, Cyber, Cyber Threat Intelligence (CTI), Security analyst, wiz, Vulcan, Security analyst , Qualys , Qualys Vulnerability Management, Qualys, Vulnerability Management, Vulnerability Scanning, Vulnerability Assessment",Bachelor of Engineering - BE,Visvesvaraya Technological University,,Bengaluru,Karnataka,India,security_analyst
Associate Security Analyst,Kratikal ,2.8,"Offensive security, Red Teaming, Active Directory, Chain Exploits, frida, Red Team, Hacking, Challenge-Based Learning (CBL), Network Security Implementation, Communication, Teamwork, Leadership, Software Development Life Cycle (SDLC), Problem Solving, Vanilla JavaScript, Amazon Web Services (AWS), Cloud Security, Cloud Computing, Vulnerability Management, Vulnerability Assessment, Scripting, VAPT, Android security, Cyber-security, Manual Testing, Web Applications, Vulnerability Assessment and Penetration Testing (VAPT), Ethical Hacking, Network Security, Penetration Testing, Web Application Security, API security, Application Security, Application Security Testing, Cybersecurity compliance, Risk Management, threat modelling, Incident Response, cyber crisis management, Application Security Architecture, Shell Scripting, Kali Linux, Linux, Cryptography, Python (Programming Language), Elastic Stack (ELK), Snort, Splunk, OWASP ZAP, OWASP, Nmap, Burp Suite ",,,"HACK THE BOX - SOLAR MINI PRO LAB , Mobile Hacking Labs - Android Frida Lab, AWS Cloud Practitioner , Microsoft Azure Fundamentals, 12 Factor App, DevSecOps - Kubernetes DevOps & Security, Fundamentals of DevOps, Jenkins, Cryptography (CEU/CPE), API Security Fundamentals, OWASP API Security Top 10, Security Engineer",Bengaluru,Karnataka,India,security_analyst
Security Analyst - GRC ,42Gears,2.3,"Unified Endpoint Management (UEM), Mobile Device Management (MDM), Endpoint Security Configuration, Application Deployment and Management, Remote Device Monitoring, Device Enrollment and Provisioning, User and Device Group Management, Platform Integration (Windows, Android, iOS), Cyber Security Fundamentals, Security Operations, Access Control Management, Security Awareness Training, Data Protection and Privacy, Complaince & Regulatory requirements, Disaster Management, Identity and Access Management (IAM), Audit Principles, Audit Process, ISO/IEC 27001, Management Systems, Vulnerability Management, Payment Card Industry Data Security Standard (PCI DSS), Access Control, Information Security Management System (ISMS), Risk mitigation, Continuous Improvement, Lead Implementer, Soft Skills, U.S. Health Insurance Portability and Accountability Act (HIPAA), SOC2, CIS Benchmark, HIPAA, Data Protection, Cyber Security, Skill Development, Compliance,  infosec, Risk Management, Enterprise Risk Management, Operational Risk Management, IT Risk Management, Risk Assessment, Auditing , Information Security, infosec  , ISO27001 , General Data Protection Regulation (GDPR), Cyber Security Risk,  Cybersecurity , Security Incident Response, Incident Management, Local Differential Privacy, Research Papers, Mitre Engage, IDS, Malware Analysis, Network Monitoring Tools, Wazuh, Java, ISO Standards, Cybersecurity Incident Response, Cyber Risk Management, AWS Identity and Access Management (AWS IAM), Solution Architecture, AWS CloudFormation, Amazon Web Services (AWS), Cloud Computing, Cloud Security, Cloud Services, Governance, Risk Management, and Compliance (GRC), ISO 27001, Auditing, Internal Audits, IPS, Communication, Written Communication, Computerized System Validation (CSV), Data Mining, Big Data, Project Management, Leadership, Geographic Information Systems (GIS), GitHub, Data Analysis, Cryptography, Network Security, Databases, Operating Systems, Database Management System (DBMS), IDPs, Cybersecurity, Blue team, Python (Programming Language), C++, Honeypots, Networking",Bachelor of Technology - BTech,Presidency University Bangalore,"Certified in Cybersecurity, UEM Essentials, Certified Lead Implementer Professional, ISO/IEC 27001:2022 Lead Auditor, PCI Compliance Certification, Policy Compliance Certification, Introduction to Computers and Operating Systems and Security, Cybersecurity Management and Compliance, HIPAA Training Certificate, ISO/IEC 27001:2022 Information Security Associate, AWS Certifications - Cloud Practitioner Essentials",Bengaluru,Karnataka,India,security_analyst
,,,"Security Testing, Risk Management, Cybersecurity, Penetration Testing, Data Structure, Blockchain, Object-Oriented Programming (OOP), Computer Networking, Ethical Hacking, Analytical Skills, Management, VAPT, Data Structures, Java, C++",,"PES Institute of Technology & Management, SHIVAMOGA",,Bengaluru,Karnataka,India,security_analyst
Security delivery analyst - L2,Accenture in India,4.3,"Information Security Management, Data Analysis, Auditing, Engineering, Communication, Information Security, Security Management, Security Information and Event Management (SIEM)",Bachelor of Engineering - BE,"Don Bosco Institute of Technology, BANGALORE",,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Capgemini,6.8,"Threat Detection, Social Engineering, Cyber Security Risk, Threat Analysis, Security Operations Center, Security Operations, Vulnerability Management, Security Compliance, Security Risk, Quantitative Analytics, Client Relations, Elasticsearch, Security Analysis (Securities), Packet Capture, Microsoft 365 Security, Security Engineering, Data Tracking, Data Privacy, Wireshark, Vulnerability Assessment and Penetration Testing (VAPT), Security Management, System Safety, Remediation, Content Filtering, Critical Thinking, Security Monitoring, Inversion of Control (IoC), Root Cause Analysis, Oral Communication, Microsoft Defender, LogRhythm, User Datagram Protocol (UDP), Hypertext Transfer Protocol (HTTP), Organization Skills, Written Communication, Information Technology, Attention to Detail, Metasploit, Fortify Software Security Center, Burp Suite, Presentation Skills, SOC 2, SOC 1, Cybersecurity Tools, Cyber Threat Hunting (CTH), AWS Security, Troubleshooting, Report Writing, Kusto Query Language (KQL), Critical Incident Stress Management, Technical Ability, Vulnerability, Mitigation Strategies, Communication, SOAR, Analytical Skills, IPS, Security Training, Cybersecurity, Trend Micro, ServiceNow, Early Warning Systems, Security Information and Event Management (SIEM), Mimecast, Security Incident Management, Information Security, Log Analysis, Qualys, Incident Reporting, Standards Compliance, EDR, Trend Micro Anti-Virus, Service-Level Agreements (SLA), Network Security Implementation, Incident Response, Ticketing Systems, Security Incident Response, Digital Proofing, Regulatory Requirements, Palo Alto Networks, IT Security Operations, McAfee Endpoint Security, System Monitoring, Azure Sentinel, IT Security Best Practices, Technical Support, Incident Management, Email Encryption, Proofpoint, Email Infrastructure, Crowdstrike Falcon",Bachelor's Degree,SPACES DEGREE COLLEGE,,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Baxter International Inc.,6.8,"Domain Name System (DNS), DNS Server, OSI Model, Windows Registry, Wireshark, File zilla, Malware anm, Malware Analysis, Malware Detection, Internet Protocol Suite (TCP/IP), Ports, On  boarding process, Firewalls, Dynamic Host Configuration Protocol (DHCP), Clint and server, Network basics, Network Devices, Vulnerability, User Datagram Protocol (UDP), Ports and protocols, POP3, Internet Message Access Protocol (IMAP), IP Addressing, Natting patting, Proxy, DDoS, DDoS Mitigation, Botnets, Splunk, Security Information and Event Management (SIEM), Network Architecture, Routers, Onboarding, Internet Protocol (IP), Information Security, HTTPS, DNS Management, virus total, any.run, Vulnerability Assessment, OTRS, Ticketing Tools, nessus, ipvoid, phases of hacking, Cyber Kill Chain Framework, Incident Response, Cyber Threat Hunting (CTH), Azure Sentinel, kushto query",Bachelor of Engineering,Property Consultant ,"Microsoft Certified: Security, Compliance, and Identity Fundamentals, Microsoft Certified: Security Operations Analyst Associate, Cyber secuirty",Bengaluru,Karnataka,India,security_analyst
Security Operations Center Analyst,G4S Secure Solutions India Pvt Ltd,2.6,"Behavior Analysis, OSINT Analysis, Travel risk management, Risk Assessment, Security Operations, Workplace Safety, Online due diligence, International Relations, Area Studies, Security Studies, First Aid, Incident Response, Google Earth, Threat Analysis, Research Skills, Business Continuity, Osint, Media Monitoring, Oral Communication, Observation, Written Communication, Emergency Situations, Computer Literacy, Reasoning Skills, Intelligence Analysis, Microsoft Office, Police, Safety Management, Analytics, Security, Private Investigations, Digital Forensics, Dispute Resolution, Microsoft Excel, Microsoft PowerPoint, Presentations, Relationship Building, Client Relations, Risk Analytics, Crowd Control, Fingerprinting, Facial Recognition, Criminology, Physical Security, Risk Analysis, Criminal Investigations, Security Management, Easily Adaptable, Interpersonal Skills, Communication, Teamwork, Time Management, Problem Solving, Decision-Making, Investigation, Research, English, Writing, Analytical Skills, Requirements Analysis, Data Analysis, Critical Thinking, Logical Approach, Strategic Analytics",MSc Applied Criminology and police studies,"Sardar Patel University of Police, Security and Criminal Justice",,Bengaluru,Karnataka,India,security_analyst
Senior Security Analyst,Bloomreach,13.8,"NIST, Malware Analysis, Cloud Security, Marketing, Customer Service, Enterprise Security, Security Incident Response, Information Security, Cybersecurity, Vulnerability Assessment, Penetration Testing, Information Security Management, Network Security, Scripting, SQL, Kusto Query Language (KQL), Threat Modeling, Microsoft Advanced Threat Analytics, Splunk, DDoS Mitigation, Threat Analysis, Threat Assessment, Ethical Hacking, Incident Response, Threat & Vulnerability Management, Security Information and Event Management (SIEM), Cyber Threat Intelligence (CTI), Application Security, Information Security Management System (ISMS), Security Operations Center, Log Management, OWASP, Vulnerability Management, Authentication, Data Security, Web Application Security",Bachelor of Technology (B.Tech.),Lovely Professional University,"Qualysguard Vulnerability Management, Learning Threat Modeling for Security Professionals, Splunk Fundamentals 1, Splunk Infrastructure Overview, Splunk User Behaviour Analytics, Fortinet Network Security Expert 1, Fortinet Network Security Expert 2",Bengaluru,Karnataka,India,security_analyst
SOC Analyst,RECAERO PVT LTD ,1.0,"Security, Top 10 OWASP vulnerabilities , Mitre att&ck frame work , Ids and ips, OSI Model, Incident Management, Vulnerability Management, Information Security, Risk Assessment, Network Security, Networking, Tenable Nessus, ServiceNow, McAfee Antivirus, Firewalls, Real-time Monitoring, SOC Analyst, Splunk, Cybersecurity, Incident Response, Malware Analysis, Email Analysis, Vulnerability Assessment",Bachelor of Engineering - BE,"BLDEAs College of Engg. & Technology, BIJAPUR",,Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Smiths Detection,9.8,"Big Data Analytics, Internet of Things, SAP HR, Networking, Computer Hardware",MS,REVA University,,Bengaluru,Karnataka,India,security_analyst
Security Delivery Analyst,Accenture,6.4,"Cybersecurity, Aveksa, Identity & Access Management (IAM), Active Directory",Bachelor of Technology - BTech,"Silicon Institute of Technology (SIT), Bhubaneswar",Microsoft Certified: Azure Fundamentals,Bengaluru,Karnataka,India,security_analyst
Principal Infrastructure Engineer,Mphasis,10.2,"Azure Sentinel, Microsoft Defender, DevOps, Splunk Enterprise, Splunk Cloud, Python (Programming Language), Metasploit, Phishing, Vulnerability Management, Security Operations, Security Incident Response, Security Incident & Event Management, SOAR, Cybersecurity, Security Information and Event Management (SIEM), Vulnerability Assessment, Security Operations Center, Penetration Testing, IT Operations, Tenable Nessus, OWASP ZAP, Antivirus, Kali Linux, Active Directory, Tanium, Presentation Skills, Symantec Endpoint Protection, Patch Management, Host Intrusion Prevention, Email Security, ArcSight, Malware Analysis, Nmap, Altiris, OWASP",Bachelor of Science - BS,Arts and Science Jobs,"Infosys Applied Cybersecurity Essentials Specialist, Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH)",Bengaluru,Karnataka,India,security_analyst
Cyber Security Analyst,Accenture,4.3,"Timeline Analysis, Phishing and Spam Mail Analysis, Networking Protocols, Mitre Attack, Cyber Kill Chain, Web Application Firewalls, IDS, IPS, Reverse-Engineering Malware Analysis, Kusto Query Language (KQL), Threat Intelligence Analysis, Microsoft Sentinel, EDR, SIEM, Security Operations Center",Bachelor of Technology - BTech,Andra Pradesh Jobs,,Bengaluru,Karnataka,India,security_analyst
Security Analyst,Skysecure Technologies Private Limited,2.2,"DLP, Security, Sentinel, EDR, MICROSOFT DLP, Fine Tuning, Security Monitoring, Security Operations Center, Security Operations, Cybersecurity, Incident Response, Microsoft Sentinel, MDO, MDE, Problem Solving, Kusto Query Language (KQL), Microsoft Sentinel , Information Security, Computer Science, Security Information and Event Management (SIEM), phishing email, Database Management System (DBMS), SQL, Node-RED, PostgreSQL, HTML5, Cascading Style Sheets (CSS)",Bachelor of Engineering - BE,The Oxford College Of Engineering," 2025 Proofpoint Certified Email Authentication Specialist, Microsoft Certified: Information Security Administrator Associate, ISC2 Candidate, Microsoft Security Immersion Completion Badge, Modern Security Operations Bootcamp — FY25 Participant, Copilot for Microsoft 365 Technical Champion, Microsoft Copilot Sales Champion — FY24, Microsoft Certified: Security Operations Analyst Associate, Cyber fit: Boost Your Cybersecurity Awareness and Competence, Foundations of cybersecurity , Mastercard cybersecurity virtual experience program, Play It Safe: Manage Security Risks, Cybersecurity ",Bengaluru,Karnataka,India,security_analyst
Cyber Security Specialist,Caterpillar Inc.,16.6,"Communication, English, Cyberark, Vulnerability Management, Qualys, Cybersecurity, Microsoft Endpoint Configuration Manager, Sccm, Powershell, Qid, Snow, Active Directory, Troubleshooting, Remote Troubleshooting, Internet Troubleshooting, Software Troubleshooting, Printer Support, Computer Network Operations, Service-now.com, Help Desk Support, Hardware, Incident Management",Bachelor of Commerce - BCom,St. Joseph's Evening College (Autonomous),,,Karnataka,India,security_analyst
SOC Analyst,UST,3.2,"Linux, ArcSight, Malware Analysis, Security Information and Event Management (SIEM), OSI Model, Cyber Kill Chain Framework, Network Security, Engineering, Analytical Skills, Internet Protocol Suite (TCP/IP), Microsoft Excel, Leadership, Computer Hardware, Communication, Problem Solving",Bachelor of Engineering - BE,Sai Vidya Institute of Technology,"CompTIA Security+, Ethical Hacking for Beginners, Introduction to cyber security by Simlilearn/skill up",Bengaluru,Karnataka,India,security_analyst
Security Analyst,Flipkart,2.4,"Police Administration, Law Enforcement, Business risk management , Risk Intelligence, Security Analysis (Securities), Google Sheets,  SIEM TOOLS, Microsoft Office, Forensic Analysis, Writing, First Aid, Teamwork, Corporate Security, Fraud Analysis, Criminal Investigations, Investigative Reporting, Incident Investigation, Forensic Psychology, Security Management, Witness Statements, Team Management, Legal Requirements, Investigation",Master's degree,University of Mysore,"OSINT: Open Source Intelligence , Geopolitics in the 21st Century (Major 2025 Updates), Forensic Criminology: A confluence of Science and legal practices, Security & Threat  Management, Police administration and enforcement , Security Management: Excellence in private protection ",Bengaluru,Karnataka,India,security_analyst
IT Analyst,Textron India Private Limited,4.8,"Cyber Operations, Cybersecurity",PG Diploma,CDAC Bangalore,"Certified ScrumMaster (CSM), CompTIA Security+, CCNA",Bengaluru,Karnataka,India,security_analyst
Security Delivery Senior Analyst ,Accenture,7.8,"Critical Thinking, Vulnerability Scanning, Communication, Intrusion Detection, Analytical Skills, Written Communication, Defender ,  siem, Splunk Enterprise,  service now, Incident Investigation, Incident Response, Team Management, Content Management, Cisco Identity Services Engine (ISE), Mcafee epo, Tenable Nessus, Splunk Enterprise Security, ServiceNow, Microsoft Defender, Incident Handling, Leadership, Project Management, Team Leadership, Cybersecurity, Splunk, Security Monitoring, Office 365, Security Information and Event Management (SIEM), Proxy, Security Incident Response",bachelor of computer science,Dr.ttit,,Kolār,Karnataka,India,security_analyst
