current_position,current_company,years_of_experience,total_skills,education_degree,education_institution,certifications,city,state,country,profile_type
Senior Machine Learning Engineer - Global AI Accelerator Team,Ericsson,16.4,"Neural Networks, Convolutional Neural Networks (CNN), Time Series Forecasting, Causal Inference, Cluster Analysis, Time Series Analysis, Anomaly Detection, Knowledge Graphs, Deep Learning, Microservices, Flask, Google Gemini, Large Language Models (LLM), Statistical Analysis, Machine Learning Algorithms, Big Data, Technical Leadership, Sagemaker Machine Learning Pipelines, GCP Dataproc, Amazon Elastic MapReduce (EMR), AWS SageMaker, Kubeflow, Vertex AI, Google Cloud Platform (GCP), Dask, FastAPI, Spring Boot, Java, Apache Spark, Data Pipelines, Extract, Transform, Load (ETL), Core Java, Hadoop, HBase, Apache Drill, MapReduce, Apache Oozie, Spring, MySQL, Oracle, Apache Spark Streaming, pyspark, Python (Programming Language), Scala, J2EE Application Development, Apache Kafka, Yarn, Data Engineering, animejs, Argo, kubernetes, python, Vertica, MLOps, pandas, NumPy",Bachelor of Technology (B.Tech.),"T J Institute of Technology, Anna university"," Crash Course in Causality: Inferring Causal Effects from Observational Data, Neo4j Certified Professional - Graph Database, Machine Learning Engineering for Production (MLOps) Specialization, Deep Learning - Sequence Models, Deep Learning Specialization, Convolutional Neural Networks, Mathematics for Machine Learning: Multivariate Calculus, Data Visualization with Python, Deep Learning - Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization, Neural Networks and Deep Learning, Matrix Algebra for Engineers, Data Structures, Algorithmic Toolbox, Machine learning",Chennai,Tamil Nadu,India,mlopss
Member,D. E. Shaw India Private Limited,13.3,"C (Programming Language), Python (Programming Language), Web Development, Data Structures, Java, C#, Microsoft Office, Management, Leadership, Customer Service, Ethical Hacking, Database Management System (DBMS), GIMP, Data Science, Machine Learning, Data Analytics, Hacking",Master of Science - Data Science ,University of Colorado Boulder,"AWS Academy Graduate - AWS Academy Machine Learning Foundations, AWS Academy Graduate - AWS Academy Cloud Foundations, MTA: Security Fundamentals - Certified 2020, Microsoft Engineering: Undergraduate & Masters Asia Virtual Internship Experience Program 2020, Applied Data Science with Python Specialization, Introduction to Scripting in Python Specialization, Python 3 Programming Specialization, Programming with Python Training,  Python for Everybody Specialization, Data Science Training, Ethical Hacking Training, Web Development Training, The Joy of Computing using Python",Hyderābād,Telangana,India,mlopss
"Manager, Marketing Operations and Engineering",Adobe,18.3,"Six Sigma, Artificial Intelligence (AI), Database Management System (DBMS), Statistical Analysis, Product Management, Natural Language Processing (NLP), Data Modeling, Machine Learning, Data Science, Data Analytics, Campaign Operations, Email Marketing, Predictive Analytics, Database Marketing, Unica, E.piphany, VBA, HTML, Microsoft Excel, Predictive Modeling, Analytics, Business Analytics, Segmentation, Marketing Automation, Advanced Excel, Customer Analysis, Campaign Management, SAS programming, Web Analytics, Digital Marketing, Strategy, Databases, Analysis, Demand Generation, Market Intelligence, Management, Marketing, Market Research, Business Intelligence, SQL, Marketing Strategy, Data Analysis, Python (Programming Language), Programming, Microsoft PowerPoint, Presentation Design, C-Level Presentations, Microsoft Power BI, Agile Project Management, Jira, Agile Methodologies, Scrum",Master of Science - MS,Liverpool John Moores University,"Agile Project Management with Jira Cloud: 1 Projects, Boards, and Issues, Agile Project Management with Jira Cloud: 2 Lean and Agile Processes, Agile Project Management with Jira Cloud: 3 Advanced Topics, Atlassian Agile Project Management Professional Certificate, Mistakes to Avoid in Agile Project Management, Relational Database Administration (DBA), Agile Foundations, Scrum: The Basics, Hands-on Introduction to Linux Commands and Shell Scripting, Data Engineering Foundations Specialization, Data Engineering Foundations Specialization, Databases and SQL for Data Science with Python, Python Project for Data Engineering, SQL: A Practical Introduction for Querying Databases, Introduction to Relational Databases (RDBMS), Python for Data Science, AI & Development, Python for Data Science, AI & Development, Capstone: Retrieving, Processing, and Visualizing Data with Python, Python for Everybody Specialization, Python for Everybody Specialization, Using Databases with Python, Using Python to Access Web Data, Python Data Structures, Power BI Essential Training, Programming for Everybody (Getting Started with Python), Team4Teach Fellow, HTML Essential Training, Succeeding in Web Development: Full Stack and Front End, Programming Foundations: Databases, PowerPoint: Designing Better Slides, Presenting to Senior Executives, Programming Foundations: Fundamentals, Adobe Professional – Adobe Campaign Classic Business Practitioner, Executive Post Graduate Programme in Machine Learning & Artificial Intelligence, Six Sigma Green Belt (CSSGB)",Bengaluru,Karnataka,India,mlopss
Senior Associate Consultant,Infosys,5.7,"Computer Science, Analytical Skills, Modeling, Communication, Generative AI, MLOps, TensorFlow, Extract, Transform, Load (ETL), Continuous Integration and Continuous Delivery (CI/CD), Airflow, MLflow, Exploratory Data Analysis, Natural Language Processing (NLP), Feature Engineering, SQL, Statistical Data Analysis, Narrative Reporting, Data Validation, Hyperion EPM, Hyperion Financial Management (HFM), Hyperion Financial Reporting, Hyperion Financial Data Quality Management (FDM), Essbase, Data Engineering, Data Modeling, Data Analysis, Pytesseract, OpenCV, Python (Programming Language), Machine Learning, Deep Learning, Data Visualization, Data Structures, Database Management System (DBMS), Data Science",Postgraduate Degree,International Institute of Information Technology Bangalore,,Chandīgarh,Chandigarh,India,mlopss
Head of Operations & Global Client Delivery,Telepresenz,30.3,"Prompt Engineering, Generative AI, Artificial Intelligence (AI), Program Management, Team Management, Project Management, Integration, Aviation, Project Planning, Testing, Requirements Analysis, Change Management, ERP, Business Analysis, Airline Management, Team Leadership, Flight Planning, Airlines, Management, Leadership, Business Development, Commercial Aviation, Flight Simulation, Flight Training, Analysis, Aerospace, Process Improvement, Vendor Management, SDLC, Asset Managment, Knowledge Management, Event Management, Risk Management, Production Managment, Aviation ERP Training, Resource Management, Software Project Management, Team Building, Project Delivery, Avionics, Aircraft, Software Documentation, IT Service Management, Market Research, Analytics, Requirements Gathering, Agile Project Management, Business Process Improvement, Technical Project Leadership, Head a deparment",B.E,BTLIT,"Python Using AI , Generative AI, Manage Project Stakeholders, Prompt Engineering for Everyone, What Is Generative AI?, Structured Query Language (SQL), Artificial Intelligence and Python, Python Programming , Google Digital Garage - Digital Marketing , Master Digital Marketing , The Fundamentals of Digital Marketing , PMI Agile Certified Practitioner (PMI-ACP) (Trained), Certified Lean Six Sigma Black Belt Professional, Certified Lean Six Sigma Green Belt professional, Introduction to Programming Using Python, Manual & Automation Testing, PMP - Project Management Professional (Trained), Prince 2 ( Trained), Work shop on CMMI,TFS2010,Agile Project Management, Workshop on ISO 27001",Bengaluru,Karnataka,India,mlopss
Senior Software Engineer,Datycs,10.8,"Prior Authorization, Fast Healthcare Interoperability Resources (FHIR), Data Structures, Algorithm Design, Spacy, Natural Language Processing (NLP), Amazon Web Services (AWS), Pandas (Software), PySpark, MongoDB, Elasticsearch, RabbitMQ, Data Pipelines, Machine Learning, Data Science, Bigdata, Flask, Django, Python (Programming Language), MySQL, JavaScript",Master's degree,Ramakrishna Mission Vivekananda Educational and Research Institute,,Kolkata,West Bengal,India,mlopss
Senior Software Quality Assurance Specialist,First Advantage,13.8,"MLOps, Computer Vision, Large Language Models (LLM), Databases, Programming Languages, Data Driven Testing, Business Requirements, Test Automation, Data Verification, Data Quality, Quality Assurance, Business Insights, Relational Databases, Query Languages, Ad Hoc Analysis, Tableau, Microsoft PowerPoint, Git, Statistical Data Analysis, Jira, VBA Excel, Pivot Tables, Object-Oriented Programming (OOP), High Level Of Accuracy, Object-oriented Languages, Java, Mathematics, Presentations, Excel Formulas, Dashboards, Programming, Statistics, Recommender Systems, Scikit-Learn, PyTorch, Communication, Machine Learning Algorithms, Computer Science, TensorFlow, Thesis, Artificial Intelligence (AI), ML Ops, Statistical Analysis, Data Analytics, Data Science, Datasets, Analytics, NumPy, Pandas, Hypothesis Testing, Core Java, Neural Networks, Recurrent Neural Networks (RNN), Convolutional Neural Networks (CNN), Matplotlib, Microsoft Excel, Data Interpretation, Attention to Detail, Data Models, Data Validation, English, Visualization, Seaborn, Data Modeling, Teamwork, Pattern Recognition, Statistical Concepts, Algorithms, Problem Solving, Microsoft Power BI, Software Quality, Agile Methodologies, Behavior-Driven Development (BDD), Software Quality Assurance, Analytical Skills, EDA, Machine Learning, XGBoost, Python (Programming Language), Data Analysis, Data Pre-processing, Data Manipulation, Data Visualization, Predictive Modeling, Predictive Analytics, Linear Regression, Logistic Regression, Decision Trees, Random Forest, Boosting, k-means clustering, Natural Language Processing (NLP), Business Analysis, Project Management, Requirements Analysis, Management, SQL, Integration, Program Management, Software Project Management",Master's degree,Liverpool John Moores University,Data Analytics and Visualization Job Simulation,Mumbai,Maharashtra,India,mlopss
Data Engineer,Gjensidige,11.9,"Machine Learning, Language Processing, Python (Programming Language), Emacs, Scheme, Java, Programming, React.js",Master of Science - MS,University of Oslo,"Natural Language Processing Specialization, Natural Language Processing with Attention Models, Natural Language Processing with Probabilistic Models, Natural Language Processing with Sequence Models, Natural Language Processing with Classification and Vector Spaces, Microsoft Certified: Azure Data Engineer Associate",Oslo,Oslo,Norway,mlopss
Senior Site Reliability Engineer,Oracle,6.2,"Microsoft Azure, Linux, Computer Science, Troubleshooting, Technical Documentation, Reliability, Debugging, GitHub, Python (Programming Language), Jenkins, Solution Architecture, Terraform, Azure Resource Manager, Communication, CI/CD, Architectural Design, Infrastructure as code (IaC), System Architecture, Elastic Stack (ELK), Docker, Cloud Computing, Shell Scripting, Bash, Red Hat Linux, Linux System Administration, Azure Data Lake, Azure Key Vault, Azure, Azure Active Directory, Git, Version Control, Github, JavaScript, Leadership, Ansible",Bachelor of Engineering - BE,"Dr. Babasaheb Ambedkar Marathwada University, Aurangabad","Microsoft Certified: Azure Solutions Architect Expert, Microsoft Certified: Azure Fundamentals, HashiCorp Certified: Terraform Associate (003), Microsoft Certified: Azure Administrator Associate, Red Hat Certified System Administrator - RHEL 7",Bengaluru,Karnataka,India,mlopss
Machine Learning Engineer,Tata Consultancy Services,9.3,"Djnago, PostgreSQL, Scikit-Learn, Keras, System Integration Testing, Bitbucket, Machine Learning Algorithms, Natural Language Processing (NLP), Gitlab, Docker, TensorFlow, Computer Vision, Deep Learning, Convolutional Neural Networks (CNN), Machine Learning, Artificial Intelligence (AI), Scrum, Quality Assurance, Python (Programming Language), Python, Java, Maven, Postman API, Jenkins, JIRA, Object Detection, Artificial Neural Networks, Selenium WebDriver, Sikuli, Cucumber, OpenCV, MQ, Continuous Integration and Continuous Delivery (CI/CD), Test Automation Framework, Rasa Platform, Rasa, Recurrent Neural Networks (RNN), Long Short-term Memory (LSTM), Django, Django REST Framework",Master of Technology - MTech,National Institute of Technology Karnataka,"DeepLearning.AI TensorFlow Developer, Deep Learning Engineer, Convolutional Neural Networks, Deep Learning Specialization, Sequence Models, Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization, Neural Networks and Deep Learning, Structuring Machine Learning Projects, Machine Learning, Building a Recommendation System with Python Machine Learning & AI, Artificial Intelligence Foundations: Machine Learning, Machine Learning & AI Foundations: Recommendations, Machine Learning & AI Foundations: Value Estimations, Machine Learning & AI Foundations: Decision Trees, Learning Python Generators",Kadapa,Andhra Pradesh,India,mlopss
Lead Engineer,Giant Eagle GCC,12.6,"Machine Learning, Python (Programming Language), Machine Learning Algorithms, Deep Learning, ML Ops, Artificial Intelligence (AI), Gen Ai, Tableau, Microsoft Power BI, Vendor Management, Team Management, Information Technology Infrastructure, Stakeholder Management, Service Levels, Service Delivery Management, Problem Solving, Operational Risk, Customer Service, Sccm, Microsoft Endpoint Configuration Manager, intune, intunewvd, Microsoft Products, System Center Configuration Manager (SCCM), Microsoft Azure, Microsoft Intune, ITIL v3 Foundations Certified, Powershell, SQL",Engineer’s Degree,Krupajal Engineering college,"Azure Fundamentals Az 900, IT Information Library Foundations Certification (ITIL)",Bengaluru,Karnataka,India,mlopss
Associate Director -  Site Reliability Engineering,IBM,19.7,"Agentic AI, MLOps, Automation, Observability , Leadership, Grafana, Cloud, Platform as a Service (PAAS), DBRE, Amazon Web Services (AWS), Hybrid Cloud, Database Administration, Software as a Service (SaaS), Terraform, Ansible, OBIEE, Information Technology, SAS (Software), Irms, Electronic Trial Master File (eTMF), Axway, Web Applications, Continuous Integration and Continuous Delivery (CI/CD), Chef, WebLogic, VMWare ESXi, PL/SQL, Laboratory Information Management System (LIMS), Clinical Trial Management System (CTMS), Project Management, Team Management, Oracle Enterprise Manager, Oracle Data Integrator (ODI), Oracle Fusion Middleware, Databases, Middleware, System Architecture, Enterprise Software, Kubernetes, Cloud-Native Applications, Cloud Computing, Jenkins, Docker Products, DevOps, Site Reliability Engineering, Electronic Data Capture (EDC), Windows, Linux, Oracle Database, 21 CFR Part 11, Oracle Clinical, Clinical Data Management, Lifesciences, Pharmacovigilance, Computer System Validation, MedDRA, Argus Safety, FDA, GCP, SQL, WhoDrug",Master of Computer Applications,Indira Gandhi National Open University,"AWS Certified Solutions Architect – Associate, ITIL® Foundation, Oracle Database 11g Administrator Certified Professional",Bengaluru,Karnataka,India,mlopss
Specialist Data Sciences,LTIMindtree,8.8,"Azure Cloud Administration, Machine Learning and MLOps, Large language Models and LLMOps, GenAI and AZure Open AI, Python and SQL, Large Language Models (LLM), Azure Open AI, Multivariate Statistics, R (Programming Language), linux, PySpark, Azure Databricks, Azure Data Factory, Alteryx, Deep Learning, Natural Language Processing (NLP), C++, Ethical Hacking, Tableau, Ruby on Rails, Hacking, Python (Programming Language), Scikit-Learn, Keras, C (Programming Language), Knowledge Graphs, Project Implementation, Software Implementation, Software Development, Data Science, Linux, Analytics, Programming Languages, Sybase Products, Shell Scripting, Predictive Modeling, SQL, MySQL, Machine Learning, Statistical Modeling, Predictive Analytics, Data Analysis, Time Series Analysis, Neuro-Linguistic Programming (NLP), Data Visualization, Data Analytics, Business Intelligence (BI), Data Manipulation, TensorFlow",Master of Technology - MTech,PES University," Foundation: Introduction to LangGraph, Microsoft Certified: Azure Data Scientist Associate, Microsoft Certified: Azure AI Engineer Associate, Microsoft Certified: Azure AI Fundamentals, Offensive Pen test, Machine Learnig A-Z, Time Series Analysis and Forecasting, Microsoft Certified: Azure AI Engineer Associate, Alteryx Designer Core Certification, Asset Servicing, Ethical Hacking, Fundamentals of Financial Services, Ruby on Rails Developer Course, SAFe 4 Practitioner Certification",Bengaluru,Karnataka,India,mlopss
Machine Learning Engineer,ServiceNow,7.5,"Grafana, Argo, Amazon CloudWatch, AWS Command Line Interface (CLI), Helm Charts, Snowflake Cloud, Snowflake, Terraform, Python, Kubernetes, Amazon Web Services (AWS), Ansible, Data Structures, Programming, Version Control, Linux System Administration, Shell Scripting, docker, Java, C++, C, Ruby on Rails, PostgreSQL, AWS CloudFormation, Jenkins, Git, MongoDB, Linux, AWS Lambda, Logstash, Continuous Integration and Continuous Delivery (CI/CD), DevOps, Site Reliability Engineering, Python (Programming Language), Automation Development Life Cycle, Cloud Automation, DevOps Practice, Configuration Management, AWS Cloud Deployments",Bachelor of Technology - BTech,Jawaharlal Nehru Technological University - Vizianagaram,,Kākināda,Andhra Pradesh,India,mlopss
Assistant Manager,Jindal Steel & Power Ltd.,8.2,"Pandas (Software), Data Science, Machine Learning, Scikit-Learn, MySQL, Python (Programming Language), Electrical Engineering, Power Distribution, Power Systems, Thermal Power Plant, Steam Turbines, Steam Boilers, Problem Solving, Easily Adaptable, Data Analysis, Analytical Skills, Communication, Team Leadership, C (Programming Language), Engineering, Health & Safety, APC UPS, Simulink",Bachelor of Technology - BTech,"Veer Surendra Sai University Of Technology (VSSUT,Formerly UCE), Burla","Machine Learning with Python, Six Sigma Principles , Python for Data Science, AI & Development, Fundamentals of Project Planning and Management",Dhenkānāl,Odisha,India,mlopss
Professional Freelancer,,13.2,"Data Analysis, Business Analytics, Project Management, Amazon Relational Database Service (RDS), AWS Lambda, AWS S3, Databases, SAP HANA, SAP Business Warehouse (SAP BW), LAN-WAN, Linux System Administration, Amazon VPC, IP VPN, Network Configuration, Time Management, Java, Android Development, Object-Oriented Programming (OOP), Database Management System (DBMS), Operating Systems, Computer Graphics, Human Computer Interaction, Leadership, Event Handling, Educational Workshops, Team Management, Technical Documentation, Web Development, Python (Programming Language), Pandas (Software), Solution Architecture, Cloud Computing, AWS CloudFormation, AWS Elastic Beanstalk, AWS Identity and Access Management (AWS IAM), AWS Command Line Interface (CLI), Large Language Models (LLM), Retrieval-Augmented Generation (RAG), LangChain, Generative AI, ML models, OCI AI, RNN, CNN, Network Services, Virtual Private Network (VPN), vpc, Network Administration, Wide Area Network (WAN), subnet, Software as a Service (SaaS), WordPress, Node.js, React.js, Tailwind CSS, Professional Services, Gen AI, Artificial Intelligence (AI), AWS ML, Amazon EC2, Amazon S3, Amazon Aurora, Kubernetes, Google Kubernetes Engine (GKE), DevOps, cloud run, Google App Engine, Google Cloud Dataflow, Data Pipelines, auto ML, Machine Learning, dataproc, TensorFlow, vertex AI, Automation, CI/CD, OpenShift, IBM Cloud, Amazon Web Services (AWS), Google Cloud Platform (GCP), Microsoft Dynamics 365, Microsoft Azure, Microsoft Dynamics ERP, C#, C++, C (Programming Language), MySQL, unity 2D, R, Adobe Illustrator, HTML5, Cascading Style Sheets (CSS), PHP, JavaScript, Japanese, English, MTA, Mobile Application Development, Android Studio, Game Programming",Master's degree,University College Cork," Oracle Cloud Infrastructure 2025 Certified Generative AI Professional, Oracle Cloud Infrastructure 2025 Certified AI Foundations Associate, AWS Educate Machine Learning Foundations, Introducing Generative AI with AWS, AWS Certified Data Engineer – Associate, AWS Certified Solutions Architect, IBM Certified Associate SRE - Cloud v1, IBM Certified Technical Advocate - Cloud v3, dynamics 365 fundamentals, Amazon Web Services Cloud Practitioner, IBM Certified Advocate - Cloud v1, Microsoft Certified: Azure Fundamentals, Applied Data Science with Python - Level 2
, Data Visualization with Python, Getting Started with AI using IBM Watson
, Introduction to Data Science, Introduction to cloud, Getting Started with AWS Machine Learning, Industrial IoT on Google Cloud Platform, machine learning with python, BigQuery for Machine Learning, Python for Data Science, Responsive Web Design, Microsoft Technology Associate: Security Fundamentals (MTA), google cloud certified Associate Cloud Engineer, Google Cloud Certified Professional Cloud Developer, Google Cloud Certified Cloud Digital Leader, google cloud certified professional data engineer, Complete ethical hacking course, complete C# Unity Developer 2D",Cork,Munster,Ireland,mlopss
Software Engineer,H2O.ai,12.1,"Databricks, Airflow, MLflow, Data Engineering, PostgreSQL, RDS, Argo, MLOps, Large Language Model Operations (LLMOps), AWS SageMaker, Glue, Snowflake, Extract, Transform, Load (ETL), Tableau, Github actions, Grafana, Google Kubernetes Engine (GKE), Code Review, Production Support, JSON, Containerization, Azure Kubernetes Service (AKS), Azure DevOps Services, Datadog, Amazon Dynamodb, Elastic Stack (ELK), AWS Lambda, Amazon EKS, Amazon ECS, CDK, Google Cloud Platform (GCP), Bash, Domain Name System (DNS), Continuous Integration and Continuous Delivery (CI/CD), Amazon EC2, GitHub, Terraform, Linux, Amazon Web Services (AWS), Python, Docker, Solution Architecture, Continuous Integration, Jenkins, WebSphere, Git, Core Java, DevOps, Bitbucket, Bamboo, Continuous Delivery, Linux System Administration, Maven, Shell Scripting, Ansible, Kubernetes",Bachelor's degree,Gujarat Technological University,"Certified Kubernetes Administrator, AWS Certified Solutions Architect - Associate, Introduction to Programming using Python",Pune,Maharashtra,India,mlopss
Programmer Analyst Trainee,Cognizant,0.6,"Azure Kubernetes Service (AKS), docker, Kubernetes, Terraform, DevOps, Microsoft Azure, Azure DevOps Services, Data, Artificial Intelligence (AI), Kaggle, English, Machine Learning, MySQL, Python (Programming Language)",Bachelor of Technology - BTech,INSTITUTE OF AERONAUTICAL ENGINEERING,"Oracle Cloud Infrastructure 2024 Certified AI Foundations Associate, Oracle Cloud Infrastructure 2024 Certified Foundations Associate, Oracle Cloud Infrastructure 2024 Data Certified Foundations Associate, Microsoft Certified: Azure AI Fundamentals, Basics of Python",Hyderābād,Telangana,India,mlopss
Freelance Copywriter (Google Bard & Labs Projects),Jellyfish,4.7,"GTM Engineer, Paid Search Campaigns, Go-to-Market Strategy, HubSpot, devtool, SEO Copywriting, Content Production, Microsoft Office, Web Content Writing, Leadership, Content Management, Search Engine Optimization (SEO), Football, Python (Programming Language), Teamwork, Public Speaking, Machine Learning, Content Marketing, Web Content Creation, Content Management Systems (CMS), Planning",Bachelor of Technology - BTech,"Indian Institute of Technology (Banaras Hindu University), Varanasi","Copywriting Quick Start, Ninja Writing: The four levels of writing mastery, Viral Blogging 101, Writing Tools and Hacks, Content Marketing",Varanasi,Uttar Pradesh,India,mlopss
Sr. Product & Solutions Management Leader,Nokia,28.0,"Artificial Intelligence (AI), Machine Learning, Gen AI, ML Ops, Problem Solving, Requirements Analysis, Product Vision, Agile Methodologies, Product Requirements, Pre-sales, Wireless, Product Management, VAS, SIP, 3G, Vendor Management, VoIP, Program Management, Solution Architecture, Mobile Applications, Product Development, Consulting, New Business Development, Product Lifecycle Management, UMTS, Telecommunications, Software Project Management, CDMA, User Experience Design, Competitive Analysis, Market Research, Wireless Technologies, Session Initiation Protocol (SIP), General Packet Radio Service (GPRS), GSM, LTE, BSS, Open Source Software, Enterprise Software, SaaS, Business Support System (BSS), MVNE, M2M, Telecom BSS, Technical Architecture, Roaming, Mobile Strategy, SMSC, Intelligent Networks, MMSC, Product Strategy, VolTE, Core Network",B.Tech.,National Institute of Technology Hamirpur,"PG Level Advanced Certification Programme in AI and MLOps, Leadership with AI, Machine Learning With Big Data (2015), Hadoop Platform and Application Framework, Introduction to Big Data (2015)",Bengaluru,Karnataka,India,mlopss
Data Engineer,Lowe's India,4.0,"Databases, Apache Spark, Hadoop, Vertex AI, MySQL, Google BigQuery, Kubeflow, Extract, Transform, Load (ETL), Google Cloud Dataflow, Apache Kafka, Linux, Google Cloud Platform (GCP), Data Maintenance, Apache Airflow, Big Data Analytics, Advance Analytics, Machine Learning, Big Data, Analytical Skills, C (Programming Language), SQL, Java, Python (Programming Language), R, Microsoft Excel, Microsoft Power BI, MongoDB",Post Graduation Diploma,Centre for Development of Advanced Computing (C-DAC),,,Uttar Pradesh,India,mlopss
Data Scientist & AI/ML Engineer,Fractal,8.7,"Risk Management, MLOps, Exploratory Data Analysis, Model Building, Attention to Detail, Thinking Skills, Strategic Thinking, Extract, Transform, Load (ETL), API Development, Presentations, Presentation Skills, Problem Solving, Modeling, XGBoost, GPT, BERT (Language Model), Conversational AI, Testing, Office Administration, Administrative Assistance, Portfolio Performance Analysis, Risk Compliance, International Financial Reporting Standards (IFRS), Complex Analysis, Analytical Skills, User Requirements, Generative AI, Generative AI Tools, Artificial Neural Networks, Python, Object-Oriented Programming (OOP), Data Visualization, PostgreSQL, GitHub, Git, Jira, Automated Machine Learning (AutoML), Data Science, Tableau, Microsoft Power BI, Data Analytics, PySpark, Deep Learning, Neural Networks, Natural Language Processing (NLP), Computer Vision, Statistical Data Analysis, SQL, Machine Learning, Python (Programming Language), Amazon Web Services (AWS), Artificial Intelligence (AI), Information Technology, PLC Programming, Programming, Mathematics, Automation, Engineering, Data Structures, Cascading Style Sheets (CSS), Core Java, C++, Programmable Logic Controller (PLC), Java, C (Programming Language), HTML, JavaScript, Microsoft Azure, Linux, R (Programming Language), Data Mining, COMPUTER AIDED INDOOR LIGHTING DESIGN, Turbo C++, Applied Mathematics, MICROCONTROLLER BASED EMBEDDED SYSTEMS DESIGN, Turbo C, Programmable Logic, Programming Languages",Bachelor of Technology - BTech,"West Bengal University of Technology, Kolkata","Geospatial Application for Disaster Risk Management, ISO 9001 Quality Management Systems Associate, ISO/IEC 20000 IT Service Management Associate, ISO/IEC 27001 Information Security Associate, Scrum Foundation Professional Certificate, Advanced Google Analytics, Certified Associate in Scrum Fundamentals, Digital Skills: Embracing Digital Technology, Google Analytics for Power Users, Resource Mobilization to Meet Nutritional Needs in Emergencies, Strategic Planning, Build a text classification model with AWS and Amazon SageMaker, Microsoft AI Series, PROGRAMMABLE LOGIC CONTROLLER, COMPUTER AIDED INDOOR LIGHTING DESIGN FOR IMPROVED VISIBILITY AND REDUCED ENERGY CONSUMPTION, MICROCONTROLLER BASED EMBEDDED SYSTEMS DESIGN , JAVA 8, Workshop on Design and Development of Small Satellites, CORE JAVA, IT for Business Success",,West Bengal,India,mlopss
Senior Data Engineer,Digikala,13.3,"ClickHouse, Hive, Apache Druid, Protocol Buffers, kafka-tools, Kafka Streams, kafka-monitor, li-apache-kafka-clients, Mage, Elasticsearch, Apache Spark, Dask, Pandas, Tableau, Sidhi, Kedro, MinION Object Storage Suite, Docker, Docker Products, Apache Superset, CockroachDB, Apisix, Django, Apache Kafka, Elastic Stack (ELK), Oracle SQL Developer, Microsoft Office, Customer Service, Microsoft Excel, Management, Microsoft Word, PowerPoint, Public Speaking, Research, Project Management, Leadership, FPGA, Protel, Matlab, Digital Image Processing, Photoshop, Corel Draw, Atmel AVR, LabVIEW, SolidWorks",Bachelor's degree,Islamic Azad University,,Tehran,Tehran,Iran,mlopss
Python API Tester,Utthunga,4.4,"AI/ML, DBeaver, Azure Databricks, Test Cases, Test-Driven Development, Scrum, Agile Methodologies, Communication, Postman API, Test Scripts, Jenkins, API Testing, Jira, Test Planning, Selenium, Functional Testing, Test Automation, Regression Testing, Manual Testing, C (Programming Language), C++, Java, HTML, SQL, JavaScript, MySQL, PHP, Computer Networking, Network Security",Master of Computer Applications - MCA,Amrita Vishwa Vidyapeetham,,Bengaluru,Karnataka,India,mlopss
ML Ops Engineer,BNP Paribas Fortis,8.3,"Statistical Data Analysis, Computer Science, Artificial Intelligence (AI), Pandas (Software), Predictive Analytics, Project Management, Engineering, Leadership, Data Science, Machine Learning, Big Data, Business Intelligence (BI), Business Planning, Data Analysis, Finance, Supply Chain Management, Process Optimization, Project Engineering, Strategic Communications, Market Research, Lean Manufacturing, Strategy, Python (Programming Language), C (Programming Language), C++, R (Programming Language), SQL, Java, JavaScript, HTML, SPSS, Tableau, MATLAB, Databases, Microsoft Office, Microsoft Project, Microsoft Excel, Microsoft Word, Microsoft PowerPoint, Team Leadership, Team Management, Problem Solving, Public Speaking, English, French, Solution Implementation, NumPy, Scikit-Learn, Microsoft Azure, Amazon Web Services (AWS)",M.Sc. in Artificial Intelligence ,KU Leuven,"Microsoft Certified: Azure Fundamentals, AWS Certified Cloud Practitioner , Tableau A-Z: Hands-On Tableau Training for Data Science, Learning Python for Data Analysis and Visualization, SQL Fundamentals, Time Management Fundamentals, SAP Certified Application Associate - CRM Fundamentals with SAP CRM 7.0 EhP1, Agile Foundations",Brussels,Brussels-Capital Region,Belgium,mlopss
Data Engineer,Moniepoint Group,11.4,"Generative AI, Artificial Intelligence (AI), DevOps, Data Engineering, ML deployment, Marketing Analytics, Growth Strategies, Growth Hacking, Google Cloud Platform (GCP), Data Modeling, Data Pipelines, Data workflow orchestration, Pipeline scheduling, Data Visualization, Logistic Regression, Business Development, Content Strategy, Web Content Writing, Content Marketing, Email Marketing, Python (Programming Language), SQL, Machine Learning, Natural Language Processing (NLP), Research, Team Management, Teamwork, Digital Marketing, People Management, Competitive Analysis, Time Management, Web Development, Microsoft Office, Management, Leadership, Project Management, Presentation Skills, Data Analysis, Problem Solving, Interpersonal Skills, Decision-Making, Customer Service, Interpersonal Communication, Creative Problem Solving, Supervisory Skills, Sales, Analytical Skills, data preprocessing ",Bachelor of Science - BS,Covenant University,"Advanced Generative AI: Deep Dive, Advanced MLOps on Google Cloud, GTAP Lite Growth Marketing, Astronomer Certification for Apache Airflow Fundamentals, Introduction to Data Analytics for business , The Data Science Course 2020: The Complete Data Science Boot camp",Lagos,Lagos,Nigeria,mlopss
